unit_id,worker_weight,occupation,soc_pattern,gpt_exposure,selected_ge_50,selected_ge_60,selected_ge_70,selected_ge_80,selected_ge_90
7315,9428713.4121,"Heating, air conditioning, and refrigeration mechanics and installers",49-9021,0.1052631578947368,False,False,False,False,False
7320,948904.0019,Home appliance repairers,49-9031,0.1454545454545454,False,False,False,False,False
7330,8896499.845,Industrial and refractory machinery mechanics,49-904X,0.24031064999482846,False,False,False,False,False
7340,12946343.1827,"Maintenance and repair workers, general",49-9071,0.1372549019607843,False,False,False,False,False
7350,461689.40630000003,"Maintenance workers, machinery",49-9043,0.1428571428571428,False,False,False,False,False
7360,977573.8669,Millwrights,49-9044,0.0217391304347826,False,False,False,False,False
7410,2490505.7587,Electrical power-line installers and repairers,49-9051,0.0,False,False,False,False,False
7420,2817010.8778,Telecommunications line installers and repairers,49-9052,0.03125,False,False,False,False,False
7430,1257861.7458000001,Precision instrument and equipment repairers,49-9060,0.27676032392184313,False,False,False,False,False
7510,631926.934,"Coin, vending, and amusement machine servicers and repairers",49-9091,0.3214285714285714,False,False,False,False,False
7540,442278.2876,Locksmiths and safe repairers,49-9094,0.08,False,False,False,False,False
7560,145319.2674,Riggers,49-9096,0.0,False,False,False,False,False
7610,277497.0353,"Helpers--installation, maintenance, and repair workers",49-9098,0.0333333333333333,False,False,False,False,False
7640,3771500.0567,"Other installation, maintenance, and repair workers",49-909X,0.1525225013123147,False,False,False,False,False
7700,17230238.5895,First-line supervisors of production and operating workers,51-1011,0.4,False,False,False,False,False
7720,2139836.0068,"Electrical, electronics, and electromechanical assemblers",51-2020,0.2222222222222222,False,False,False,False,False
7730,123506.42510000001,Engine and other machine assemblers,51-2031,0.0952380952380952,False,False,False,False,False
7740,301684.083,Structural metal fabricators and fitters,51-2041,0.0227272727272727,False,False,False,False,False
7750,19772413.3468,Other assemblers and fabricators,51-20XX,0.05631684464911504,False,False,False,False,False
7800,3990083.3268,Bakers,51-3011,0.2647058823529412,False,False,False,False,False
7810,4755421.8747000005,"Butchers and other meat, poultry, and fish processing workers",51-3020,0.05237537515555228,False,False,False,False,False
7830,163810.0038,"Food and tobacco roasting, baking, and drying machine operators and tenders",51-3091,0.0666666666666666,False,False,False,False,False
7840,1570150.0728,Food batchmakers,51-3092,0.1153846153846153,False,False,False,False,False
7850,126734.6415,Food cooking machine operators and tenders,51-3093,0.1290322580645161,False,False,False,False,False
7905,1817382.172,Computer numerically controlled tool operators and programmers,51-9160,0.3262710390874947,False,False,False,False,False
7925,580775.0282,"Forming machine setters, operators, and tenders, metal and plastic",51-4020,0.05870765572416014,False,False,False,False,False
7950,1343603.4577,"Cutting, punching, and press machine setters, operators, and tenders, metal and plastic",51-4031,0.01,False,False,False,False,False
8000,502854.3153,"Grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic",51-4033,0.064516129032258,False,False,False,False,False
8025,184778.4267,"Other machine tool setters, operators, and tenders, metal and plastic",51-403X,0.04529564457319716,False,False,False,False,False
8030,6503552.8068,Machinists,51-4041,0.2346938775510204,False,False,False,False,False
8040,356603.1037,"Metal furnace operators, tenders, pourers, and casters",51-4050,0.08114856429463164,False,False,False,False,False
8100,557993.1028,"Molders and molding machine setters, operators, and tenders, metal and plastic",51-4070,0.07521650287048749,False,False,False,False,False
8130,807422.9223,Tool and die makers,51-4111,0.1875,False,False,False,False,False
8140,10754519.7805,"Welding, soldering, and brazing workers",51-4120,0.08666318566560399,False,False,False,False,False
8225,7272072.8285,Other metal workers and plastic workers,51-4XXX,0.10993421312108174,False,False,False,False,False
8250,357981.6468,Prepress technicians and workers,51-5111,0.4375,False,False,False,False,False
8255,3006524.8553,Printing press operators,51-5112,0.2875,False,False,False,False,False
8256,165222.4089,Print binding and finishing workers,51-5113,0.0897435897435897,False,False,False,False,False
8300,2296311.6562,Laundry and dry-cleaning workers,51-6011,0.05,False,False,False,False,False
8310,384657.5145,"Pressers, textile, garment, and related materials",51-6021,0.0104166666666666,False,False,False,False,False
8320,2620699.1802,Sewing machine operators,51-6031,0.0813953488372093,False,False,False,False,False
8335,306288.7882,Shoe and leather workers,51-6040,0.06730479915751465,False,False,False,False,False
8350,1061587.952,"Tailors, dressmakers, and sewers",51-6050,0.08489304812834222,False,False,False,False,False
8365,329289.5292,"Textile machine setters, operators, and tenders",51-6060,0.12808029001074112,False,False,False,False,False
8450,417588.5107,Upholsterers,51-6093,0.1911764705882352,False,False,False,False,False
8465,344113.0227,"Other textile, apparel, and furnishings workers",51-609X,0.16463100109144724,False,False,False,False,False
8500,1337445.75,Cabinetmakers and bench carpenters,51-7011,0.1176470588235294,False,False,False,False,False
8510,254175.1815,Furniture finishers,51-7021,0.0285714285714285,False,False,False,False,False
8530,449380.9914,"Sawing machine setters, operators, and tenders, wood",51-7041,0.0588235294117647,False,False,False,False,False
8540,316826.9578,"Woodworking machine setters, operators, and tenders, except sawing",51-7042,0.0652173913043478,False,False,False,False,False
8555,420386.4954,Other woodworkers,51-70XX,0.08209400104647331,False,False,False,False,False
8600,629060.0926,"Power plant operators, distributors, and dispatchers",51-8010,0.21902071076837554,False,False,False,False,False
8610,1578534.322,Stationary engineers and boiler operators,51-8021,0.1627906976744186,False,False,False,False,False
8620,1980689.6031,Water and wastewater treatment plant and system operators,51-8031,0.125,False,False,False,False,False
8630,851039.7217,Miscellaneous plant and system operators,51-8090,0.14751838867692527,False,False,False,False,False
8640,1595245.8443,"Chemical processing machine setters, operators, and tenders",51-9010,0.1494088705004523,False,False,False,False,False
8650,1567200.7671,"Crushing, grinding, polishing, mixing, and blending workers",51-9020,0.10421938282107773,False,False,False,False,False
8710,1137654.5953,Cutting workers,51-9030,0.05965909090909083,False,False,False,False,False
8720,409260.0885,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51-9041,0.075,False,False,False,False,False
8730,226563.8113,"Furnace, kiln, oven, drier, and kettle operators and tenders",51-9051,0.16,False,False,False,False,False
8740,16267364.5034,"Inspectors, testers, sorters, samplers, and weighers",51-9061,0.4166666666666666,False,False,False,False,False
8750,1030093.6950000001,Jewelers and precious stone and metal workers,51-9071,0.2053571428571428,False,False,False,False,False
8760,1675903.6861999999,Dental and ophthalmic laboratory technicians and medical appliance technicians,51-9080,0.07424160300089472,False,False,False,False,False
8800,5496019.5354,Packaging and filling machine operators and tenders,51-9111,0.0,False,False,False,False,False
8810,3403388.7168,Painting workers,51-9120,0.04128314500236971,False,False,False,False,False
8830,387990.9908,Photographic process workers and processing machine operators,51-9151,0.38,False,False,False,False,False
8850,178514.5741,Adhesive bonding machine operators and tenders,51-9191,0.064516129032258,False,False,False,False,False
8910,31712.7669,Etchers and engravers,51-9194,0.1363636363636363,False,False,False,False,False
8920,398840.95160000003,"Molders, shapers, and casters, except metal and plastic",51-9195,0.07098155467720682,False,False,False,False,False
8930,352797.4656,"Paper goods machine setters, operators, and tenders",51-9196,0.0,False,False,False,False,False
8940,153909.10450000002,Tire builders,51-9197,0.0192307692307692,False,False,False,False,False
8950,836793.1725999999,Helpers--production workers,51-9198,0.0888888888888888,False,False,False,False,False
8990,24214172.9353,Other production workers,51-91XX,0.09220371367492879,False,False,False,False,False
9005,7121593.848,Supervisors of transportation and material moving workers,53-1000,0.3,False,False,False,False,False
9030,3736634.5525,Aircraft pilots and flight engineers,53-2010,0.31176143676143675,False,False,False,False,False
9040,745877.9503,Air traffic controllers and airfield operations specialists,53-2020,0.3511911200043264,False,False,False,False,False
9050,2286262.2434,Flight attendants,53-2031,0.1666666666666666,False,False,False,False,False
9110,85957.1859,"Ambulance drivers and attendants, except emergency medical technicians",53-3011,0.0909090909090909,False,False,False,False,False
9121,4869585.5093,"Bus drivers, school",53-3051,0.3235294117647059,False,False,False,False,False
9122,4759453.6712,"Bus drivers, transit and intercity",53-3052,0.2407407407407407,False,False,False,False,False
9130,70646485.5756,Driver/sales workers and truck drivers,53-3030,0.3101878043101758,False,False,False,False,False
9141,962786.0608,Shuttle drivers and chauffeurs,53-3053,0.25,False,False,False,False,False
9142,8136271.8366,Taxi drivers,53-3054,0.28125,False,False,False,False,False
9210,1044440.5731,Locomotive engineers and operators,53-4010,0.27735470509556887,False,False,False,False,False
9240,900620.8102,Railroad conductors and yardmasters,53-4031,0.2777777777777778,False,False,False,False,False
9265,343243.85480000003,Other rail transportation workers,53-40XX,0.2780709132137703,False,False,False,False,False
9300,506581.9182,Sailors and marine oilers,53-5011,0.0425531914893617,False,False,False,False,False
9310,616177.7024,Ship and boat captains and operators,53-5020,0.24723502304147463,False,False,False,False,False
9350,1129620.3053,Parking attendants,53-6021,0.1071428571428571,False,False,False,False,False
9365,1173619.0703999999,Transportation service attendants,53-6030,0.13228411835748788,False,False,False,False,False
9410,917210.6483,Transportation inspectors,53-6051,0.4125757575757576,False,False,False,False,False
9415,270096.3361,Passenger attendants,53-6061,0.2222222222222222,False,False,False,False,False
9430,780816.9037,Other transportation workers,53-60XX,0.16037359594416464,False,False,False,False,False
9510,1218973.4995,Crane and tower operators,53-7021,0.1842105263157894,False,False,False,False,False
9570,661802.9876,"Conveyor, dredge, and hoist and winch operators",53-70XX,0.101084672504223,False,False,False,False,False
9600,12960114.6974,Industrial truck and tractor operators,53-7051,0.03125,False,False,False,False,False
9610,4946038.2667,Cleaners of vehicles and equipment,53-7061,0.0833333333333333,False,False,False,False,False
9620,36962809.8279,"Laborers and freight, stock, and material movers, hand",53-7062,0.0417391304347826,False,False,False,False,False
9630,295561.1237,Machine feeders and offbearers,53-7063,0.0909090909090909,False,False,False,False,False
9640,11429266.2061,"Packers and packagers, hand",53-7064,0.1,False,False,False,False,False
9645,24851497.178,Stockers and order fillers,53-7065,0.1818181818181818,False,False,False,False,False
9650,382719.5731,Pumping station operators,53-7070,0.12677871726129097,False,False,False,False,False
9720,1928502.4912,Refuse and recyclable material collectors,53-7081,0.1964285714285714,False,False,False,False,False
9760,1076498.6254,Other material moving workers,53-71XX,0.0714285714285714,False,False,False,False,False
